time,step-size,{bodyFMU}.body.body.omega.flow,{bodyFMU}.body.body.v.flow[1],{bodyFMU}.body.encoder_left_output,{bodyFMU}.body.encoder_right_output,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor2FMU}.sensor2.lf_1_sensor_reading
1.1200000000000008,0.01,0.0,0.037263601113951675,2.0,-2.0,0.0,0.138,-0.07188792989721222,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.1300000000000008,0.01,0.0,0.037950950899203015,2.0,-2.0,0.0,0.138,-0.07151253254174686,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.1400000000000008,0.01,0.0,0.038623364112550185,2.0,-2.0,0.0,0.138,-0.07113032169429348,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.1500000000000008,0.01,0.0,0.039281165335721034,2.0,-2.0,0.0,0.138,-0.07074144541660343,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.1600000000000008,0.01,0.0,0.039924672097063775,2.0,-2.0,0.0,0.138,-0.07034604855294688,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.1700000000000008,0.01,0.0,0.04055419502482261,2.0,-2.0,0.0,0.138,-0.06994427280003085,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.1800000000000008,0.01,0.0,0.04117003799708154,2.0,-2.0,0.0,0.138,-0.06953625677539788,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.1900000000000008,0.01,0.0,0.04177249828845001,2.0,-2.0,0.0,0.138,-0.06912213608433827,0.0,0.4,-0.4,255.00000000000006,255.00000000000006
1.2000000000000008,0.01,0.0,0.04236186671356078,2.0,-2.0,0.0,0.138,-0.06870204338534847,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.2100000000000009,0.01,0.0,0.042938427767449557,2.0,-2.0,0.0,0.138,-0.06827610845416678,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.2200000000000009,0.01,0.0,0.043502459762884096,3.0,-3.0,0.0,0.138,-0.06784445824641766,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.2300000000000009,0.01,0.0,0.04405423496470902,3.0,-3.0,0.0,0.138,-0.06740721695889468,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.2400000000000009,0.01,0.0,0.04459401972127124,3.0,-3.0,0.0,0.138,-0.0669645060895118,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.2500000000000009,0.01,0.0,0.04512207459298941,3.0,-3.0,0.0,0.138,-0.06651644449595177,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.260000000000001,0.01,0.0,0.04563865447812955,3.0,-3.0,0.0,0.138,-0.06606314845304022,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.270000000000001,0.01,0.0,0.04614400873584731,3.0,-3.0,0.0,0.138,-0.06560473170887278,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.280000000000001,0.01,0.0,0.046638381306556675,3.0,-3.0,0.0,0.138,-0.06514130553972265,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.290000000000001,0.01,0.0,0.04712201082968276,3.0,-3.0,0.0,0.138,-0.06467297880375501,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.300000000000001,0.01,0.0,0.04759513075885592,3.0,-3.0,0.0,0.138,-0.06419985799357408,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.310000000000001,0.01,0.0,0.04805796947460253,3.0,-3.0,0.0,0.138,-0.06372204728762834,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.320000000000001,0.01,0.0,0.0485107503945869,4.0,-4.0,0.0,0.138,-0.0632396486004987,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.330000000000001,0.01,0.0,0.048953692081457646,4.0,-4.0,0.0,0.138,-0.0627527616320939,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.340000000000001,0.01,0.0,0.04938700834835044,4.0,-4.0,0.0,0.138,-0.06226148391577671,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.350000000000001,0.01,0.0,0.049810908362098026,4.0,-4.0,0.0,0.138,-0.061765910865444584,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.360000000000001,0.01,0.0,0.050225596744197645,4.0,-4.0,0.0,0.138,-0.06126613582158694,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.370000000000001,0.01,0.0,0.0506312736695841,4.0,-4.0,0.0,0.138,-0.06076225009634176,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.380000000000001,0.01,0.0,0.05102813496325659,4.0,-4.0,0.0,0.138,-0.06025434301757301,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.390000000000001,0.01,0.0,0.051416372194805694,4.0,-4.0,0.0,0.138,-0.05974250197199025,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.400000000000001,0.01,0.0,0.05179617277088638,4.0,-4.0,0.0,0.138,-0.05922681244733123,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.410000000000001,0.01,0.0,0.052167720025681166,4.0,-4.0,0.0,0.138,-0.05870735807362781,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.420000000000001,0.01,0.0,0.0525311933093979,5.0,-5.0,0.0,0.138,-0.05818422066357516,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.430000000000001,0.01,0.0,0.05288676807484406,5.0,-5.0,0.0,0.138,-0.057657480252023705,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.440000000000001,0.01,0.0,0.053234615962119945,5.0,-5.0,0.0,0.138,-0.057127215134612885,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.450000000000001,0.01,0.0,0.05357490488147132,5.0,-5.0,0.0,0.138,-0.05659350190556538,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.460000000000001,0.01,0.0,0.053907799094341714,5.0,-5.0,0.0,0.138,-0.056056415494660006,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.470000000000001,0.01,0.0,0.05423345929266324,5.0,-5.0,0.0,0.138,-0.05551602920340126,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.480000000000001,0.01,0.0,0.05455204267642461,5.0,-5.0,0.0,0.138,-0.05497241474040275,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.490000000000001,0.01,0.0,0.05486370302955326,5.0,-5.0,0.0,0.138,-0.0544256422560018,0.0,0.4,-0.4,255.00000000000006,255.00000000000006
1.500000000000001,0.01,0.0,0.055168590794148806,6.0,-6.0,0.0,0.138,-0.053875780376121896,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.5100000000000011,0.01,0.0,0.05546685314310304,6.0,-6.0,0.0,0.138,-0.05332289623539912,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.5200000000000011,0.01,0.0,0.05575863405114215,6.0,-6.0,0.0,0.138,-0.052767055509588906,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.5300000000000011,0.01,0.0,0.056044074364324924,6.0,-6.0,0.0,0.138,-0.05220832244726846,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5400000000000011,0.01,0.0,0.056323311868030815,6.0,-6.0,0.0,0.138,-0.05164675990085031,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5500000000000012,0.01,0.0,0.05659648135347058,6.0,-6.0,0.0,0.138,-0.05108242935692191,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5600000000000012,0.01,0.0,0.056863714682751476,6.0,-6.0,0.0,0.138,-0.050515390965925874,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5700000000000012,0.01,0.0,0.05712514085252883,6.0,-6.0,0.0,0.138,-0.049945703571195425,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5800000000000012,0.01,0.0,0.057380886056274,6.0,-6.0,0.0,0.138,-0.04937342473735863,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.5900000000000012,0.01,0.0,0.05763107374518966,7.0,-7.0,0.0,0.138,-0.0487986107781256,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.6000000000000012,0.01,0.0,0.05787582468780096,7.0,-7.0,0.0,0.138,-0.048221316783471725,0.0,0.4,-0.4,255.00000000000006,255.00000000000006
1.6100000000000012,0.01,0.0,0.05811525702825208,7.0,-7.0,0.0,0.138,-0.0476415966462303,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.6200000000000012,0.01,0.0,0.05834948634333559,7.0,-7.0,0.0,0.138,-0.04705950308810719,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.6300000000000012,0.01,0.0,0.05857862569828291,7.0,-7.0,0.0,0.138,-0.046475087685130236,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
