time,step-size,{bodyFMU}.body.body.omega.flow,{bodyFMU}.body.body.v.flow[1],{bodyFMU}.body.encoder_left_output,{bodyFMU}.body.encoder_right_output,{bodyFMU}.body.robot_theta,{bodyFMU}.body.robot_x,{bodyFMU}.body.robot_y,{bodyFMU}.body.robot_z,{controllerFMU}.controller.servoLeftVal,{controllerFMU}.controller.servoRightVal,{sensor1FMU}.sensor1.lf_1_sensor_reading,{sensor2FMU}.sensor2.lf_1_sensor_reading
1.0000000000000007,0.01,0.0,0.024320379986357166,1.0,-1.0,0.0,0.138,-0.07576613599629597,0.0,0.3,-0.3,254.00000000000006,254.00000000000006
1.0100000000000007,0.01,0.0,0.025017194222735205,1.0,-1.0,0.0,0.138,-0.07549536270894203,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.0200000000000007,0.01,0.0,0.028871600006640852,1.0,-1.0,0.0,0.138,-0.07522899596030166,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.0300000000000007,0.01,0.0,0.03030066272007852,1.0,-1.0,0.0,0.138,-0.07493354967602348,0.0,0.4,-0.4,255.00000000000006,255.00000000000006
1.0400000000000007,0.01,0.0,0.031182423488497202,1.0,-1.0,0.0,0.138,-0.07462691994018703,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.0500000000000007,0.01,0.0,0.03200488952739116,1.0,-1.0,0.0,0.138,-0.07431178592587849,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.0600000000000007,0.01,0.0,0.03280671422436582,1.0,-1.0,0.0,0.138,-0.07398851541825292,0.0,0.4,-0.4,255.00000000000006,255.00000000000006
1.0700000000000007,0.01,0.0,0.03359092849759992,1.0,-1.0,0.0,0.138,-0.07365729776500472,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.0800000000000007,0.01,0.0,0.034358088813730356,1.0,-1.0,0.0,0.138,-0.07331830650488949,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
1.0900000000000007,0.01,0.0,0.03510857738977078,1.0,-1.0,0.0,0.138,-0.0729717106198856,0.0,0.4,-0.4,254.00000000000006,255.00000000000006
1.1000000000000008,0.01,0.0,0.035842757290095395,2.0,-2.0,0.0,0.138,-0.07261767536735182,0.0,0.4,-0.4,255.00000000000006,254.00000000000006
1.1100000000000008,0.01,0.0,0.03656098296499553,2.0,-2.0,0.0,0.138,-0.07225636240998584,0.0,0.4,-0.4,254.00000000000006,254.00000000000006
